Agent Name,Agent Company,price,Address Line 1,Address Line 2,bed,bath,parking,floor_space,region,latitude,longitude
,,550.0,"134 Blighs Road,",PURNIM VIC 3278,3.0,,,,warrnambool-vic,-38.2348315,142.6120675
,,600.0,"25 Callanish Street,",TRUGANINA VIC 3029,4.0,2.0,2.0,,warrnambool-vic,-37.814374,144.7136435
,,340.0,"73 Liebig Street,",WARRNAMBOOL VIC 3280,2.0,1.0,,,warrnambool-vic,-38.3847046,142.4825971
,,650.0,"358 Raglan Parade,",WARRNAMBOOL VIC 3280,4.0,2.0,4.0,,warrnambool-vic,-38.3832942,142.5192374
,,530.0,"8 Wattle St,",BOX HILL NORTH VIC 3129,3.0,1.0,2.0,,warrnambool-vic,-37.8107889,145.119309
,,230.0,"16/11 Bates Road,",WARRNAMBOOL VIC 3280,1.0,1.0,1.0,,warrnambool-vic,-38.3875331,142.5123796
,,1950.0,"112 Harold St,",MIDDLE PARK VIC 3206,4.0,3.0,2.0,,warrnambool-vic,-37.8517675,144.9582035
,,1150.0,"280A Tucker Rd,",ORMOND VIC 3204,4.0,3.0,2.0,,warrnambool-vic,-37.9066213,145.053271
,,525.0,"206 Gatehouse Place,",MARIBYRNONG VIC 3032,2.0,1.0,1.0,,warrnambool-vic,-37.773624,144.8809804
,,630.0,"2712/500 Elizabeth Street,",MELBOURNE VIC 3000,2.0,1.0,,,warrnambool-vic,-37.7998626,144.9573647
,,620.0,"15 Leeward Drive,",TARNEIT VIC 3029,4.0,2.0,2.0,,warrnambool-vic,-37.8612781,144.6469924
,,580.0,"7 Lauradan Way,",WOLLERT VIC 3750,4.0,2.0,2.0,,warrnambool-vic,-37.6023219,145.0074468
,,510.0,"41 Holman Crescent,",BACCHUS MARSH VIC 3340,4.0,2.0,2.0,,warrnambool-vic,-37.7199,144.3727
,,525.0,"G11/110 Roberts Street,",WEST FOOTSCRAY VIC 3012,2.0,2.0,1.0,,warrnambool-vic,-37.8302,144.8709
,,550.0,"11 Carina Court,",POINT COOK VIC 3030,4.0,2.0,,,warrnambool-vic,-37.8923118,144.7242842
,,210.0,"1/133 Raleigh Road,",MARIBYRNONG VIC 3032,1.0,1.0,,,warrnambool-vic,-37.7690186,144.8863597
,,700.0,"23 Brittain Avenue,",WARRNAMBOOL VIC 3280,4.0,2.0,2.0,,warrnambool-vic,-38.38176,142.48799
,,450.0,"1/78 Hickford Parade,",WARRNAMBOOL VIC 3280,2.0,1.0,1.0,,warrnambool-vic,-38.395394,142.5025831
,,445.0,"7/1 Fiona Court,",ST KILDA VIC 3182,1.0,1.0,1.0,,warrnambool-vic,-37.8637194,144.9878945
,,800.0,"1/5 Jaguar Dr,",CLAYTON VIC 3168,4.0,3.0,2.0,,warrnambool-vic,-37.9266051,145.1318539
,,650.0,"1 Tuckett Street,",ALPHINGTON VIC 3078,3.0,1.0,2.0,,warrnambool-vic,-37.7810256,145.0229956
,,670.0,"205/8 Sutherland Street,",MELBOURNE VIC 3000,2.0,2.0,,,warrnambool-vic,-37.8110719,144.960791
,,450.0,"39 Shillings Road,",MAMBOURIN VIC 3024,3.0,2.0,2.0,,warrnambool-vic,-37.8887919,144.6021464
,,500.0,"971a Albany Highway,",EAST VICTORIA PARK WA 6101,1.0,1.0,2.0,,warrnambool-vic,-31.9813744,115.9010123
,,1395.0,"21A Peel St,",KEW VIC 3101,4.0,3.0,2.0,380m²,warrnambool-vic,-37.8057382,145.0328061
,,420.0,"24 Hensbergh Place,",SUNSHINE WEST VIC 3020,1.0,1.0,1.0,,warrnambool-vic,-37.7953315,144.8005162
,,620.0,"11 Blunsdon Road,",WOLLERT VIC 3750,4.0,2.0,2.0,,warrnambool-vic,-37.5960673,144.9926776
,,460.0,"21 Nivea Street,",MAMBOURIN VIC 3024,3.0,2.0,2.0,,warrnambool-vic,-37.8895189,144.5990849
,,600.0,"2 Ranni Place,",BONNIE BROOK VIC 3335,4.0,2.0,3.0,428m²,warrnambool-vic,46.4194,14.6936
,,700.0,"9 Glenview Rd,",DONCASTER EAST VIC 3109,3.0,2.0,2.0,,warrnambool-vic,-37.7982746,145.1630683
,,530.0,"54 SOLITUDE CRESCENT,",POINT COOK VIC 3030,4.0,2.0,2.0,,warrnambool-vic,-37.9045877,144.7181412
,,740.0,"1307/408 Spencer Street,",WEST MELBOURNE VIC 3003,2.0,1.0,,,warrnambool-vic,-37.8101,144.95
,,780.0,"2011/371 Little Lonsdale Street,",MELBOURNE VIC 3000,2.0,2.0,,,warrnambool-vic,-37.8138183,144.9531186
,,800.0,"902/408 Spencer Street,",WEST MELBOURNE VIC 3003,2.0,2.0,,,warrnambool-vic,-37.8101,144.95
,,650.0,"1102/555 Swanston Street,",CARLTON VIC 3053,2.0,2.0,,,warrnambool-vic,-37.8004,144.9684
,,750.0,"309/408 Spencer Street,",WEST MELBOURNE VIC 3003,2.0,2.0,1.0,,warrnambool-vic,-37.8101,144.95
,,600.0,"14B Kinlock Avenue,",FERNDALE WA 6148,3.0,1.0,3.0,,warrnambool-vic,-32.0314973,115.9311438
,,520.0,"22 Driftwood Street,",AINTREE VIC 3336,4.0,2.0,2.0,,warrnambool-vic,-37.7152381,144.670721
,,1550.0,"201/1 Wallace Avenue,",TOORAK VIC 3142,2.0,2.0,2.0,,warrnambool-vic,-37.8407409,145.0072068
,,550.0,"G11/110 Roberts Street,",WEST FOOTSCRAY VIC 3012,2.0,2.0,1.0,,warrnambool-vic,-37.8302,144.8709
,,550.0,"10/949 Albany Highway,",EAST VICTORIA PARK WA 6101,2.0,1.0,1.0,,warrnambool-vic,1.5,109.25
,,585.0,"10/135 Fitzroy Street,",ST KILDA VIC 3182,2.0,1.0,1.0,,warrnambool-vic,-37.8613356,144.974858
,,650.0,"1707/408 Spencer Street,",WEST MELBOURNE VIC 3003,2.0,1.0,,,warrnambool-vic,-37.8101,144.95
,,640.0,"20 Teak Street,",CAULFIELD VIC 3162,3.0,1.0,,318m²,warrnambool-vic,-37.8924424,145.0277385
,,900.0,"1903/408 Spencer Street,",WEST MELBOURNE VIC 3003,2.0,2.0,1.0,,warrnambool-vic,-37.8101,144.95
,,995.0,"34 Bird Avenue,",NORTHCOTE VIC 3070,4.0,2.0,2.0,,warrnambool-vic,-37.7619763,144.9920856
,,660.0,"1104/408 Spencer Street,",WEST MELBOURNE VIC 3003,2.0,1.0,,,warrnambool-vic,-37.8101,144.95
,,780.0,"2609/545 Station Street,",BOX HILL VIC 3128,2.0,2.0,1.0,,warrnambool-vic,-37.8256,145.1232
,,600.0,"12 Clay Crescent,",ROCKBANK VIC 3335,5.0,3.0,2.0,,warrnambool-vic,-37.7440829,144.6593622
,,790.0,"1002/408 Spencer Street,",WEST MELBOURNE VIC 3003,2.0,2.0,,,warrnambool-vic,-37.8101,144.95
,,600.0,"30 Mainview Boulevard,",TRUGANINA VIC 3029,4.0,2.0,2.0,,warrnambool-vic,-37.8394196,144.7340978
,,570.0,"2/510 Station Street,",BOX HILL VIC 3128,3.0,1.0,2.0,,warrnambool-vic,-37.8283527,145.1218953
,,290.0,"41 Gillard St,",BURWOOD VIC 3125,1.0,1.0,,,warrnambool-vic,-37.8554052,145.1140174
,,1000.0,"6203/138 Spencer Street,",MELBOURNE VIC 3004,2.0,2.0,,,warrnambool-vic,-37.814,144.9633
,,720.0,"2206/639 Lonsdale Street,",MELBOURNE VIC 3000,2.0,2.0,,,warrnambool-vic,-37.814,144.9633
,,440.0,"230 Gordon St,",FOOTSCRAY VIC 3011,3.0,1.0,2.0,,warrnambool-vic,-37.8009835,144.8877397
,,675.0,"23 Liege Avenue,",NOBLE PARK VIC 3174,3.0,2.0,1.0,,warrnambool-vic,-37.9672835,145.1919102
,,650.0,"1510/828 Whitehorse Rd,",BOX HILL VIC 3128,2.0,2.0,1.0,,warrnambool-vic,-37.8256,145.1232
,,550.0,"6 Garner Grove,",ROCKBANK VIC 3335,4.0,2.0,2.0,,warrnambool-vic,-37.7344721,144.6512774
,,510.0,"19 HARWICH STREET,",ROCKBANK VIC 3335,4.0,2.0,2.0,,warrnambool-vic,-37.7219059,144.640391
,,800.0,"10 Canara St,",DONCASTER EAST VIC 3109,4.0,2.0,4.0,,warrnambool-vic,-37.7926995,145.155491
,,550.0,"11 Jobs Road,",ROCKBANK VIC 3335,4.0,2.0,2.0,,warrnambool-vic,-37.7357735,144.6632722
,,700.0,"503/10 Wominjeka Walk,",WEST MELBOURNE VIC 3003,2.0,2.0,1.0,,warrnambool-vic,-37.8097885,144.9486298
,,450.0,"12 Reardon Street,",PORT FAIRY VIC 3284,3.0,1.0,,,warrnambool-vic,-38.3911901,142.2244603
,,510.0,"9 Delhi Grove,",ROCKBANK VIC 3335,4.0,2.0,1.0,,warrnambool-vic,-37.7436862,144.6640428
,,720.0,"4912/33 ROSE Lane,",MELBOURNE VIC 3000,2.0,2.0,,,warrnambool-vic,-37.814,144.9633
,,450.0,"196 Timor Street,",WARRNAMBOOL VIC 3280,5.0,1.0,,,warrnambool-vic,-38.3812793,142.4730375
,,615.0,"1 Coopworth Way,",ROCKBANK VIC 3335,4.0,3.0,2.0,,warrnambool-vic,-37.7418798,144.6553772
,,680.0,"76 McKinley Drive,",TRUGANINA VIC 3029,4.0,4.0,2.0,,warrnambool-vic,-37.7650548,144.6962139
,,520.0,"28 Tamworth Drive,",ROCKBANK VIC 3335,4.0,2.0,2.0,,warrnambool-vic,-37.7335,144.67
,,480.0,"42 Sedate Drive,",ROCKBANK VIC 3335,3.0,2.0,2.0,,warrnambool-vic,-37.7392179,144.6540942
,,500.0,"23 Delhi Grove,",ROCKBANK VIC 3335,4.0,2.0,2.0,,warrnambool-vic,-37.7436862,144.6640428
,,500.0,"2007/288 Spencer Street,",MELBOURNE VIC 3000,1.0,1.0,,,warrnambool-vic,-37.814,144.9633
,,640.0,"1/84 Broadway,",ELWOOD VIC 3184,2.0,1.0,,,warrnambool-vic,-37.8768281,144.9835959
,,1100.0,"3/7A Osburn Ave,",BALWYN NORTH VIC 3104,4.0,3.0,1.0,,warrnambool-vic,-37.793395,145.0743915
,,600.0,"108/408 Spencer Street,",WEST MELBOURNE VIC 3003,1.0,1.0,,,warrnambool-vic,-37.8101,144.95
,,950.0,"3 Marmara,",ELSTERNWICK VIC 3185,3.0,1.0,3.0,,warrnambool-vic,-37.8910362,145.0039514
,,690.0,"81 Bent Street,",MOONEE PONDS VIC 3039,2.0,1.0,3.0,,warrnambool-vic,-37.7626817,144.9355321
,,290.0,"95 Carinish Road,",CLAYTON VIC 3168,,1.0,,,warrnambool-vic,-37.9242991,145.1205607
,,,"892 Hampton st,",BRIGHTON VIC 3186,3.0,1.0,3.0,659m²,warrnambool-vic,-37.9065829,145.0085641
,,55.0,"200 Spencer Street,",MELBOURNE VIC 3004,,,1.0,,warrnambool-vic,-37.8162806,144.9532882
,,550.0,"8/380 Inkerman Street,",ST KILDA VIC 3182,1.0,1.0,1.0,,warrnambool-vic,-37.8645511,144.9852833
,,630.0,"10 Alfred Street,",BEAUMARIS VIC 3193,3.0,1.0,1.0,,warrnambool-vic,-37.9766648,145.05149
,,,"290 Maribyrnong Road,",MOONEE PONDS VIC 3039,4.0,1.0,,,warrnambool-vic,-37.7726018,144.9246348
,,580.0,"1/50 Elder Street,",WATSONIA VIC 3087,3.0,2.0,1.0,,warrnambool-vic,-37.7142764,145.0920443
,,600.0,"30 James Street,",PORT FAIRY VIC 3284,4.0,2.0,2.0,478m²,warrnambool-vic,-38.3826563,142.2344409
,,650.0,"706/218 A'Beckett Street,",MELBOURNE VIC 3000,2.0,1.0,1.0,,warrnambool-vic,-37.814,144.9633
,,240.0,"Berth 30/84A River Esplanade,",DOCKLANDS VIC 3008,1.0,1.0,1.0,50m²,warrnambool-vic,-37.8149,144.9505
,,,"6/8 Parring Rd,",BALWYN VIC 3103,2.0,1.0,2.0,,warrnambool-vic,-37.8139475,145.090677
,,65.0,"539 St Kilda Road,",MELBOURNE VIC 3004,,1.0,1.0,,warrnambool-vic,-37.845647,144.9803033
,,240.0,"Car Space/6 Leicester Street,",CARLTON VIC 3053,1.0,1.0,1.0,,warrnambool-vic,-37.8004,144.9684
,,480.0,"1 Bed 1 Bath/34 Cowper Street,",FOOTSCRAY VIC 3011,1.0,1.0,,,warrnambool-vic,-37.7995,144.8963
,,600.0,"2 Bed 2 Bath/34 Cowper Street,",FOOTSCRAY VIC 3011,2.0,2.0,,,warrnambool-vic,-37.7995,144.8963
,,560.0,"33 Currong Street South,",REID ACT 2612,2.0,1.0,1.0,"2,497m²",warrnambool-vic,-35.2839691,149.1432609
,,800.0,"6 Hawkins Road,",MONTROSE VIC 3765,5.0,2.0,,,warrnambool-vic,-37.8009117,145.3660596
,,550.0,"4502/80 A'Beckett Street,",MELBOURNE VIC 3000,1.0,1.0,,,warrnambool-vic,-37.814,144.9633
,,595.0,"804/333 Exhibition Street,",MELBOURNE VIC 3000,1.0,1.0,,,warrnambool-vic,-37.8072513,144.9689086
,,550.0,"18 Milos Court,",FRASER RISE VIC 3336,4.0,2.0,2.0,,warrnambool-vic,-37.7139202,144.7191744
,,450.0,"10 Mccoy Street,",OMEO VIC 3898,3.0,1.0,3.0,,warrnambool-vic,-37.1097623,147.596471
,,925.0,"2512/138 Spencer Street,",MELBOURNE VIC 3000,2.0,2.0,,,warrnambool-vic,-37.814,144.9633
,,570.0,"1501/63 Haig St,",SOUTHBANK VIC 3006,2.0,1.0,1.0,,warrnambool-vic,-37.8228,144.9643
,,400.0,"213/80 Cheltenham Road,",DANDENONG VIC 3175,1.0,1.0,,,warrnambool-vic,-37.9912458,145.1970169
,,560.0,"3 Golden Grove,",GLEN WAVERLEY VIC 3150,4.0,1.0,1.0,,warrnambool-vic,-37.873842,145.1718162
,,600.0,"19 Hurkett St,,",MICKLEHAM VIC 3064,4.0,2.0,2.0,,warrnambool-vic,-37.5483002,144.8977324
,,420.0,"1/55 Garden Street,",WARRNAMBOOL VIC 3280,2.0,1.0,1.0,,warrnambool-vic,-38.3699887,142.5036698
,,500.0,"20 Cromwell Road,",WERRIBEE VIC 3030,3.0,2.0,2.0,,warrnambool-vic,-37.8732248,144.6604057
,,420.0,"1/7 Regan Street,",ST ALBANS VIC 3021,1.0,1.0,1.0,,warrnambool-vic,-37.729499,144.792894
,,470.0,"3/4 Christina Court,",WARRNAMBOOL VIC 3280,3.0,2.0,1.0,,warrnambool-vic,-38.3698886,142.4977104
,,550.0,"17 Appalachian Street,",TRUGANINA VIC 3029,4.0,2.0,2.0,,warrnambool-vic,-37.7608936,144.6946239
,,520.0,"4 Downley Loop,",STRATHTULLOH VIC 3338,4.0,2.0,2.0,,warrnambool-vic,-37.7272956,144.5977917
,,560.0,"63 Olympic Avenue,",NORLANE VIC 3214,3.0,2.0,2.0,,warrnambool-vic,-38.0869494,144.3454031
,,690.0,"40 Barak St,",BULLEEN VIC 3105,4.0,2.0,2.0,,warrnambool-vic,-37.7762995,145.0859313
,,475.0,"69 Ayesha Avenue,",MELTON SOUTH VIC 3338,3.0,2.0,2.0,,warrnambool-vic,-37.6991359,144.5657705
,,720.0,"5 Lignum Court,",TEMPLESTOWE LOWER VIC 3107,5.0,3.0,2.0,,warrnambool-vic,-37.7720493,145.1268303
,,480.0,"1608/500 Elizabeth Street,",MELBOURNE VIC 3000,1.0,1.0,,,warrnambool-vic,-37.7998626,144.9573647
,,800.0,"49 Cargill St,",VICTORIA PARK WA 6100,3.0,2.0,2.0,,warrnambool-vic,-31.972578,115.8914965
,,520.0,"7 Ekari Court,",YALLAMBIE VIC 3085,3.0,1.0,3.0,,warrnambool-vic,-37.7218995,145.1055572
,,440.0,"1307/53 Batman Street,",WEST MELBOURNE VIC 3003,1.0,1.0,,,warrnambool-vic,-37.8101,144.95
,,530.0,"120/80 Cheltenham Road,",DANDENONG VIC 3175,2.0,2.0,1.0,,warrnambool-vic,-37.9912458,145.1970169
,,460.0,"1/1298 Main Road,",ELTHAM VIC 3095,2.0,1.0,1.0,,warrnambool-vic,-37.7278384,145.1463916
,,500.0,"3/91 Dianne Avenue,",CRAIGIEBURN VIC 3064,2.0,1.0,1.0,,warrnambool-vic,-37.5957624,144.9305182
,,750.0,"3/92 Para Rd,",MONTMORENCY VIC 3094,3.0,2.0,2.0,,warrnambool-vic,-37.7173344,145.1147998
,,650.0,"8 Wallagoot Walk,",CARRUM DOWNS VIC 3201,4.0,4.0,2.0,,warrnambool-vic,-38.0980307,145.1916224
,,530.0,"4/54 East Esplanade,",ST ALBANS VIC 3021,3.0,3.0,4.0,,warrnambool-vic,-37.7307041,144.7945703
,,550.0,"1/22 Dearing Avenue,",CRANBOURNE VIC 3977,3.0,1.0,1.0,,warrnambool-vic,-38.105759,145.2770982
,,620.0,"708/850 Whitehorse Road,",BOX HILL VIC 3128,2.0,1.0,1.0,,warrnambool-vic,-37.8256,145.1232
,,540.0,"70 Vestige Circuit,",TARNEIT VIC 3029,4.0,2.0,4.0,335m²,warrnambool-vic,-37.8233788,144.6874167
,,520.0,"18 Primary Road,",TARNEIT VIC 3029,3.0,2.0,2.0,263m²,warrnambool-vic,-37.8826,144.7003
,,520.0,"15/44 Mcmaster St,",VICTORIA PARK WA 6100,2.0,1.0,1.0,,warrnambool-vic,-31.9739084,115.8936077
,,530.0,"2/6 Liebig St,",WARRNAMBOOL VIC 3280,2.0,1.0,1.0,,warrnambool-vic,-38.3796295,142.4866168
,,700.0,"11 struth road,",WARRNAMBOOL VIC 3280,4.0,2.0,4.0,,warrnambool-vic,-38.3600259,142.5114856
,,,"9 Sutherland Avenue,",MELTON SOUTH VIC 3338,3.0,2.0,5.0,578m²,warrnambool-vic,-37.6994792,144.5791203
,,920.0,"11/1781 Malvern Road,",GLEN IRIS VIC 3146,3.0,2.0,2.0,,warrnambool-vic,-37.8599,145.0549
,,920.0,"3 Young St,",BOX HILL VIC 3128,3.0,2.0,2.0,,warrnambool-vic,-37.8171987,145.1163199
,,480.0,"59 Bronson Circuit,",HOPPERS CROSSING VIC 3029,3.0,2.0,1.0,,warrnambool-vic,-37.8608753,144.6872141
,,,"11 Gramercy place,",STRATHTULLOH VIC 3338,4.0,2.0,3.0,,warrnambool-vic,-37.7269779,144.61136
,,400.0,"2958 Macarthur-penshurst Road,",PENSHURST VIC 3289,5.0,1.0,1.0,,warrnambool-vic,-37.8740659,142.2807975
,,520.0,"27 Pedirka Road,",TRUGANINA VIC 3029,3.0,2.0,1.0,,warrnambool-vic,-37.7680725,144.6857966
,,580.0,"10/966 Albany Highway,",EAST VICTORIA PARK WA 6101,1.0,1.0,1.0,,warrnambool-vic,1.5,109.25
,,600.0,"295 Timor Street,",WARRNAMBOOL VIC 3280,3.0,1.0,1.0,"1,006m²",warrnambool-vic,-38.3812793,142.4730375
,,535.0,"1 Evesham Drive,",POINT COOK VIC 3030,4.0,2.0,2.0,,warrnambool-vic,-37.9017064,144.7597983
,,540.0,"6 Surround Circuit,",BONNIE BROOK VIC 3335,4.0,2.0,2.0,,warrnambool-vic,-37.7086078,144.6784588
,,900.0,"13 Jackson Road,",KARAWARA WA 6152,4.0,2.0,2.0,,warrnambool-vic,-32.0058305,115.8797913
,,500.0,"79 Wagner Drive,",WERRIBEE VIC 3030,4.0,2.0,2.0,,warrnambool-vic,-37.9171981,144.6335882
,,560.0,"71 Starboard Way,",WERRIBEE SOUTH VIC 3030,4.0,2.0,2.0,,warrnambool-vic,-37.963701,144.7088524
,,650.0,"3 Shoreline Cr,",CARRUM DOWNS VIC 3201,4.0,2.0,2.0,,warrnambool-vic,-38.0980715,145.1919751
,,580.0,"1385 Heatherton Road,",DANDENONG NORTH VIC 3175,3.0,1.0,2.0,590m²,warrnambool-vic,-37.9703583,145.2176898
,,870.0,"3103/100 Lorimer St,",DOCKLANDS VIC 3008,2.0,2.0,2.0,,warrnambool-vic,-37.8149,144.9505
,,610.0,"6108/172 Edward St,",BRUNSWICK EAST VIC 3057,2.0,2.0,1.0,,warrnambool-vic,-37.7603,144.9502
,,520.0,"2/29 Vincent Avenue,",ST ALBANS VIC 3021,3.0,2.0,2.0,,warrnambool-vic,-37.7451799,144.808638
,,495.0,"LG 202/45 Linden Avenue,",IVANHOE VIC 3079,1.0,1.0,1.0,,warrnambool-vic,-37.754915,145.0543999
,,750.0,"615C/2 Snedden Drive,",GLEN WAVERLEY VIC 3150,2.0,2.0,1.0,,warrnambool-vic,-37.8891,145.174
,,450.0,"1 Tait Crescent,",WARRNAMBOOL VIC 3280,3.0,1.0,,,warrnambool-vic,-38.3678701,142.4677652
,,800.0,"1810/462 Elizabeth Street,",MELBOURNE VIC 3000,2.0,2.0,,,warrnambool-vic,-37.814,144.9633
,,580.0,"21 Ararat Street,",TARNEIT VIC 3029,4.0,2.0,2.0,,warrnambool-vic,-37.8420586,144.6428936
,,675.0,"182 Fenton Hill Road,",CLARKEFIELD VIC 3430,4.0,1.0,5.0,,warrnambool-vic,-37.4932063,144.8109401
,,600.0,"1/33 Arcadia Avenue,",HALLAM VIC 3803,3.0,2.0,1.0,,warrnambool-vic,-37.9981456,145.2599547
,,660.0,"30 Bailey Boulevard,",KOO WEE RUP VIC 3981,4.0,2.0,2.0,,warrnambool-vic,-38.2039038,145.4925911
,,780.0,"24 Lantana Road,",AINTREE VIC 3336,5.0,3.0,2.0,,warrnambool-vic,-37.7201581,144.656696
,,580.0,"18 Leeward Drive,",TARNEIT VIC 3029,4.0,2.0,2.0,,warrnambool-vic,-37.8612781,144.6469924
,,560.0,"11 Faircroft Place,",TARNEIT VIC 3029,4.0,2.0,2.0,,warrnambool-vic,-37.8466441,144.6949076
,,530.0,"1/29 Baldwin Avenue,",NOBLE PARK VIC 3174,3.0,1.0,1.0,,warrnambool-vic,-37.9753635,145.1752593
,,650.0,"14 Wonnangatta CRES,",WEIR VIEWS VIC 3338,5.0,2.0,2.0,,warrnambool-vic,-37.7269511,144.5726647
,,450.0,"1416/6 Leicester Street,",CARLTON VIC 3053,1.0,1.0,,,warrnambool-vic,-37.802198,144.9607524
,,780.0,"13 Mountfield Road,",MITCHAM VIC 3132,6.0,3.0,5.0,,warrnambool-vic,-37.807391,145.1869189
,,620.0,"2 The Breezewater,",POINT COOK VIC 3030,4.0,2.0,2.0,,warrnambool-vic,-37.8865333,144.7711545
,,795.0,"6 Elizabeth Court,",ROWVILLE VIC 3178,4.0,2.0,4.0,,warrnambool-vic,-37.9193868,145.2319676
,,595.0,"31 Ambassador Crescent,",POINT COOK VIC 3030,4.0,2.0,2.0,758m²,warrnambool-vic,-37.8845432,144.7116807
,,550.0,"18/80 Cheltenham Road,",DANDENONG VIC 3175,2.0,2.0,1.0,,warrnambool-vic,-37.9912458,145.1970169
,,720.0,"146 Lady Nelson Way,",TAYLORS LAKES VIC 3038,5.0,3.0,2.0,,warrnambool-vic,-37.7120857,144.7893649
,,410.0,"3/85 Collins Street,",THORNBURY VIC 3071,2.0,1.0,1.0,,warrnambool-vic,-37.7569997,145.0273656
,,870.0,"32 Trades Hall Place,",CARLTON VIC 3053,3.0,2.0,1.0,160m²,warrnambool-vic,-37.8065885,144.9667277
,,650.0,"97 Festival Drive,",POINT COOK VIC 3030,5.0,3.0,2.0,,warrnambool-vic,-37.9084089,144.7462775
,,520.0,"406/6 Leicester Street,",CARLTON VIC 3053,1.0,1.0,,,warrnambool-vic,-37.802198,144.9607524
,,550.0,"39 Millers Road,",ALTONA VIC 3018,3.0,1.0,3.0,,warrnambool-vic,-37.8647814,144.8392132
,,575.0,"104/15 Irving Avenue,",BOX HILL VIC 3128,1.0,1.0,1.0,,warrnambool-vic,-37.8158711,145.1222744
,,440.0,"917/6 Leicester Street,",CARLTON VIC 3053,1.0,1.0,,,warrnambool-vic,-37.802198,144.9607524
,,580.0,"9 Kenora Way,",MICKLEHAM VIC 3064,4.0,2.0,2.0,509m²,warrnambool-vic,-37.5372385,144.8973557
,,470.0,"1709/6 Leicester Street,",CARLTON VIC 3053,,,,,warrnambool-vic,-37.802198,144.9607524
,,1100.0,"20 Koonawarra St,",CLAYTON VIC 3168,5.0,3.0,2.0,,warrnambool-vic,-37.9117269,145.1244965
,,400.0,"4 Springbank Way,",BROOKFIELD VIC 3338,4.0,2.0,2.0,,warrnambool-vic,-37.7052143,144.5553866
,,1670.0,"29 Drummond street,",CARLTON VIC 3053,7.0,3.0,2.0,290m²,warrnambool-vic,-37.8062068,144.9671839
,,540.0,"19 Woolshed Drive,",TRUGANINA VIC 3029,4.0,2.0,2.0,,warrnambool-vic,-37.8205497,144.715242
,,600.0,"705/301 King St,",MELBOURNE VIC 3000,1.0,1.0,,,warrnambool-vic,-37.8124195,144.95398
,,600.0,"42 Bellmans Road,",BUSHFIELD VIC 3281,1.0,1.0,,,warrnambool-vic,-38.3237038,142.5039354
,,630.0,"1/48 Aqueduct Road,",LANGWARRIN VIC 3910,3.0,2.0,2.0,,warrnambool-vic,-38.1598954,145.2034778
,,600.0,"4 Grosset Way,",POINT COOK VIC 3030,4.0,3.0,2.0,,warrnambool-vic,-37.9168714,144.7853747
,,670.0,"306/3 Young Street,",BOX HILL VIC 3128,2.0,2.0,1.0,,warrnambool-vic,-37.8171987,145.1163199
,,80.0,"7P5/70 Southbank Boulevard,",SOUTHBANK VIC 3006,1.0,1.0,1.0,,warrnambool-vic,-37.8228,144.9643
,,580.0,"802/15 Doepel Way,",DOCKLANDS VIC 3008,1.0,1.0,,,warrnambool-vic,-37.8141958,144.9397552
,,850.0,"44 Kalbian Drive,",CLYDE NORTH VIC 3978,5.0,3.0,2.0,,warrnambool-vic,-38.1107101,145.3328766
,,200.0,"1/8 Dodgshun Street,",HOPETOUN VIC 3396,1.0,1.0,,,warrnambool-vic,-35.7329759,142.3684652
,,170.0,"6/13 Hewat Drive,",HIGHTON VIC 3216,1.0,1.0,1.0,,warrnambool-vic,-38.1978881,144.308601
,,550.0,"2 YAMUNA STREET,",TRUGANINA VIC 3029,4.0,2.0,1.0,,warrnambool-vic,-37.7707982,144.6891122
,,520.0,"22 Huntingfield Street,",THORNHILL PARK VIC 3335,4.0,2.0,1.0,,warrnambool-vic,46.4194,14.6936
,,550.0,"38 Sadie Avenue,",THORNHILL PARK VIC 3335,4.0,2.0,1.0,,warrnambool-vic,-37.7138206,144.6303421
,,650.0,"19 Maroa Street,",TARNEIT VIC 3029,4.0,3.0,2.0,,warrnambool-vic,-37.8630941,144.6495788
,,50.0,"Carpark914/33 Blackwood Street,",NORTH MELBOURNE VIC 3051,,,1.0,,warrnambool-vic,-37.8029,144.9482
,,300.0,"184 Dorset Road,",BORONIA VIC 3155,1.0,1.0,,,warrnambool-vic,-37.8621273,145.2855526
,,60.0,"Carpark3605/639 Lonsdale Street,",MELBOURNE VIC 3000,,,1.0,,warrnambool-vic,-37.814,144.9633
,,69.0,"Carpark224/23 Blackwood Street,",NORTH MELBOURNE VIC 3051,,,1.0,,warrnambool-vic,-37.8029,144.9482
,,60.0,"Carpark613/33 Blackwood Street,",NORTH MELBOURNE VIC 3051,,,1.0,,warrnambool-vic,-37.8029,144.9482
,,50.0,"Carpark450/401 Docklands Drive,",DOCKLANDS VIC 3008,,,1.0,,warrnambool-vic,-37.8149,144.9505
,,60.0,"Carpark2810/81 A'Beckett Street,",MELBOURNE VIC 3000,,,1.0,,warrnambool-vic,-37.814,144.9633
,,70.0,"Carpark402/135 A'Beckett Street,",MELBOURNE VIC 3000,,,1.0,,warrnambool-vic,-37.814,144.9633
,,780.0,"2B2B/259 Normanby Road,",SOUTHBANK VIC 3006,2.0,2.0,1.0,,warrnambool-vic,-37.8228,144.9643
,,550.0,"7 REEVES STREET,",POINT COOK VIC 3030,4.0,3.0,2.0,,warrnambool-vic,-37.8832836,144.7119436
