agent_name,agent_company,price,address1,address2,bed,bath,parking,floor_space,longitude,latitude
Karen Young,BelleParker@homes,"Offers Over $479,000","1/24 Henty Close,",OLD BEACH TAS 7017,2 Beds,1 Bath,2 Parking,278m²,147.2675455,-42.7764004
Harrison Mastrapostolos,Oikos Real Estate,For Sale,"132 Outlook Crescent,",BARDON QLD 4065,3 Beds,2 Baths,1 Parking,450m²,152.9699533,-27.4590184
Tyson Clarke Team,Queensland Sotheby's International Realty,Best offer between $2.1m to $2.35m by 8th October,"9 Gurley Street,",WAVELL HEIGHTS QLD 4012,5 Beds,3 Baths,3 Parking,607m²,153.0428,-27.3929197
Brendon Marty,Harcourts Kingsberry Townsville,"High $300,000's","127/1A Sporting Drive,",THURINGOWA CENTRAL QLD 4817,2 Beds,2 Baths,1 Parking,82m²,146.7299129,-19.319194
Daniel Peer,Gary Peer,"$2,100,000 - $2,300,000","1 Langdon Road,",CAULFIELD NORTH VIC 3161,3 Beds,2 Baths,2 Parking,630m²,145.0210342,-37.8768946
Jared Gruzin,Wentworth Partners,Auction,"127A Fitzgerald Avenue,",MAROUBRA NSW 2035,3 Beds,2 Baths,1 Parking,285m²,151.2301353,-33.9473689
Michelle Percival,Percival Property,"Guide $790,000-$810,000","100 Bay Street,",PORT MACQUARIE NSW 2444,3 Beds,1 Bath,1 Parking,675m²,152.8963854,-31.4276449
Charlotte Hanrahan,Ray White Bowral,"Guide $2,500,000","64A Sunninghill Avenue,",BURRADOO NSW 2576,4 Beds,3 Baths,7 Parking,"4,173m²",150.4272539,-34.4998298
John  Warnock,Listed Real Estate,"$565,000 to $585,000","13 Third Street,",NURIOOTPA SA 5355,3 Beds,1 Bath,2 Parking,"1,356m²",138.9939408,-34.4700034
Chris Gilmour,All Properties Group,$1.1m +,"4 Whistler Close,",HERITAGE PARK QLD 4118,5 Beds,2 Baths,2 Parking,"1,106m²",153.059602,-27.6890406
Casey Languillon,Harcourts Prestige by Harcourts Property Centre - Noosa,For Sale,"18 Clifton Place,",EUMUNDI QLD 4562,4 Beds,2 Baths,2 Parking,951m²,152.94915790830774,-26.479682750000002
Sandie Dunne,Dunne Southern Highlands,Contact Agent,"50 Osborne Road,",BURRADOO NSW 2576,3 Beds,2 Baths,3 Parking,"4,583m²",150.4121538,-34.5020889
Mark Sharoglazov,Harcourts Habitat,"$1,650,000","19 Vaughan Street,",PROSPECT SA 5082,3 Beds,1 Bath,3 Parking,975m²,138.6015963,-34.8725779
Stewart O`Brien,Elders Real Estate Camden Haven,"$629,000","6 Phillip Close,",LAKEWOOD NSW 2443,3 Beds,1 Bath,2 Parking,780m²,152.7596787,-31.6315885
Mike Beardsley,Jellis Craig & Company Pty Ltd,"$5,725,000 - $6,250,000","6 Chrystobel Crescent,",HAWTHORN VIC 3122,4 Beds,2 Baths,4 Parking,985m²,145.0315915,-37.8185918
Guy Draper,Homburg Real Estate,"$739,000 - $779,000","16 Yattarna Crescent,",NURIOOTPA SA 5355,4 Beds,2 Baths,2 Parking,660m²,139.0105092,-34.4646073
Chayle Wiffen,Starr Partners Penrith/Glenmore Park,"$1,200,000 - $1,300,000","174 Jubilee Drive,",JORDAN SPRINGS NSW 2747,4 Beds,2 Baths,2 Parking,450m²,150.7323608,-33.7304009
Lan Snowden,Our City Real Estate,Contact Agent,"18 Park Lane,",ORANGE NSW 2800,5 Beds,3 Baths,2 Parking,811m²,149.07489026143372,-33.28568665
George Rafty,First National Newcastle City,"Auction - Guide $2,650,000","285 Glebe Road,",MEREWETHER NSW 2291,4 Beds,3 Baths,3 Parking,640m²,151.7544439,-32.9385494
Nuria Jewell,Harcourts Judd White,GRAND OPENING THIS SATURDAY 1.30-2PM,"4 Valentine Court,",GLEN WAVERLEY VIC 3150,3 Beds,1 Bath,2 Parking,"1,000m²",145.1483566,-37.8788231
Luna Moon,Homeplus Property Group,"$495,000+","211/2 Batman Street,",BRADDON ACT 2612,1 Bed,1 Bath,1 Parking,"9,706m²",149.1430382,-35.2752501
Linda Yu,McGrath St George,Price on request,"124/12-22 Dora Street,",HURSTVILLE NSW 2220,2 Beds,2 Baths,1 Parking,104m²,,
Rebecca Dean,First National Port Stephens,Auction,"17 Canomii Close,",NELSON BAY NSW 2315,4 Beds,3 Baths,2 Parking,594m²,152.1271471,-32.7240952
George Rafty,First National Newcastle City,"Auction - Guide $1,400,000 - $1,540,000","273 Lambton Road,",NEW LAMBTON NSW 2305,4 Beds,2 Baths,1 Parking,200m²,151.7170427,-32.9101236
Hayden Owens,Ray White North Lakes,For Sale by Negotiation,"4 Mezen Court,",PETRIE QLD 4502,4 Beds,1 Bath,2 Parking,716m²,152.9634982,-27.2612177
Hayden Owens,Ray White North Lakes,For Sale by Negotiation,"51 Beeville Road,",PETRIE QLD 4502,3 Beds,2 Baths,1 Parking,908m²,152.9632615,-27.2586131
Liam McAlister,"Presence Newcastle, Lake Macquarie, Central Coast & Hunter",Price Guide on Request,"30 Dean Parade,",RANKIN PARK NSW 2287,3 Beds,1 Bath,2 Parking,638m²,151.6826597,-32.9219611
Ryan Suhle,Ray White North Lakes,"$879,000+","16 Parkhaven Street,",MANGO HILL QLD 4509,4 Beds,2 Baths,2 Parking,519m²,153.03592147955078,-27.221932799999998
Ryan Suhle,Ray White North Lakes,Just Listed!,"4 Patten Court,",MANGO HILL QLD 4509,3 Beds,2 Baths,2 Parking,225m²,153.0349647,-27.2351905
Ryan Suhle,Ray White North Lakes,Just Listed!,"22 Wildwood Circuit,",MANGO HILL QLD 4509,3 Beds,2 Baths,1 Parking,411m²,153.03082591744186,-27.2240091
Ryan Suhle,Ray White North Lakes,Just Listed!,"12 Nullarbor Circuit,",NORTH LAKES QLD 4509,4 Beds,2 Baths,2 Parking,350m²,153.0036168,-27.2096968
Ryan Suhle,Ray White North Lakes,Just Listed!,"8 Satinay Parade,",NORTH LAKES QLD 4509,4 Beds,2 Baths,2 Parking,450m²,153.02533766919356,-27.211983699999998
Jackson Oram,Coronis Inner North,"$950,000","9 Radmila Court,",BELLBIRD PARK QLD 4300,5 Beds,3 Baths,2 Parking,745m²,152.8866745,-27.6297813
Tom Woods,River Realty,Contact Agent,"10 Petrel Place,",TEA GARDENS NSW 2324,5 Beds,2 Baths,10 Parking,"5,457m²",152.1582693,-32.6411619
Luke Wilson,Harcourts Newcastle,AUCTION,"67 Hanbury Street,",MAYFIELD NSW 2304,3 Beds,1 Bath,1 Parking,537m²,151.7395722,-32.8947745
Leah Elford,Elders Real Estate Kempsey,"$419,000","301 River Street,",GREENHILL NSW 2440,2 Beds,1 Bath,− Parking,550m²,152.8007186,-31.0588888
Cameron Cullen,Image Property North Side,For Sale,"5 Adrian Street,",MARGATE QLD 4019,6 Beds,2 Baths,6 Parking,938m²,153.103345,-27.2451731
Tom Woods,River Realty,"Auction Guide $1,200,000","1 Port Stephens Street,",TEA GARDENS NSW 2324,4 Beds,2 Baths,2 Parking,457m²,152.1570891,-32.6595484
Hayden Morris,Laing & Simmons Coffs Harbour,"Auction Guide - $1,000,000","4 Bruce Taylor Circuit,",KORORA NSW 2450,3 Beds,2 Baths,2 Parking,520m²,153.1341028075696,-30.2559652
Lachie Sewell,Laing+Simmons Armidale,"Price Guide: $690,000 - $750,000","18 Moyes Street,",ARMIDALE NSW 2350,4 Beds,2 Baths,2 Parking,794m²,151.64324415236433,-30.5217512
Sue Bolton,Merrick Property Group,"Guide $1,470,000","7 Daffodil Place,",GLENMORE PARK NSW 2745,4 Beds,2 Baths,2 Parking,765m²,150.6652629502486,-33.782398549999996
Dave Lane,LaneCampos,"$750,000 - $800,000","12 Sunset Boulevard,",NORTH LAMBTON NSW 2299,3 Beds,2 Baths,2 Parking,897m²,151.6986657,-32.8996688
Cecilia (Xue Yuan) Chen,Henderson Realty,"$639,000","502/7 Garrigarrang Avenue,",KOGARAH NSW 2217,1 Bed,1 Bath,1 Parking,76m²,151.1375122,-33.9795548
Greg Chapman,Acton | Belle Property Coogee,Closing date sale,"5/88 Cleopatra Street,",PALMYRA WA 6157,2 Beds,1 Bath,1 Parking,86m²,115.784645,-32.0413515
Wayne March,M.E. Property,Contact Agent,"4 Linwood Grove,",HILLBANK SA 5112,4 Beds,2 Baths,7 Parking,769m²,138.6943347,-34.7210876
Debbie Brettoner,Ray White Berwick,"$1,050,000 - $1,150,000","13 Kirkham Court,",BERWICK VIC 3806,4 Beds,2 Baths,2 Parking,752m²,145.3594135,-38.0265054
Jo Dowling,Gayndah Real Estate,"$299,000","6 Downing Street,",GAYNDAH QLD 4625,2 Beds,1 Bath,2 Parking,728m²,151.6163103,-25.6283255
Nick Simitzis,Belle Property Randwick,Auction | 12th October,"689 Malabar Road,",MAROUBRA NSW 2035,7 Beds,3 Baths,4 Parking,575m²,151.2505109,-33.9495523
Dale Cummins,Ray White Goulburn,"$685,000","2B Colvin Place,",GOULBURN NSW 2580,3 Beds,2 Baths,1 Parking,363m²,149.7461611,-34.7253379
Brad Randahl,Orange Real Estate,"Buyers Guide $610,000 - $630,000","14b Hill Street,",ORANGE NSW 2800,2 Beds,1 Bath,1 Parking,369m²,149.0922364768561,-33.29112175
Debbie Cheers,Stone Real Estate Newcastle,New to Market,"200 Dandaraga Road,",MIRRABOOKA NSW 2264,3 Beds,1 Bath,2 Parking,613m²,151.5526693,-33.1139636
Shayne Long,McGrath Coffs Coast,"$1,500,000","2/60 Boronia Street,",SAWTELL NSW 2452,3 Beds,2 Baths,2 Parking,275m²,153.1016109,-30.373872
Kevin  Wong,Ray White Epping SYD,Auction (if not sold prior),"28 Yanko Road,",WEST PYMBLE NSW 2073,3 Beds,2 Baths,2 Parking,923m²,151.132378,-33.766181
Ricky Chan,Raine & Horne Lower North Shore,"Auction Guide: $1,800,000 - $1,980,000","9 Norfolk Place,",CARLINGFORD NSW 2118,5 Beds,2 Baths,3 Parking,"1,334m²",151.0293247,-33.7797567
Alex Silva,Image Property North Side,All Offers Invited,"20 Hare Street,",NORTH LAKES QLD 4509,4 Beds,2 Baths,2 Parking,450m²,153.01054,-27.2095138
Mat McKnight,Flemings Young,"$499,000","14 Currawong Street,",YOUNG NSW 2594,3 Beds,1 Bath,1 Parking,637m²,148.2866074,-34.3144736
Stuart Bourne,Raine & Horne Lower North Shore,Auction Onsite 12/10/24,"51 Rembrandt Drive,",MIDDLE COVE NSW 2068,5 Beds,3 Baths,3 Parking,"1,120m²",151.2157935,-33.7934378
Crystal Li,Aurora Property – North,"Guide $620,000-$660,000","15/25 Bridge Street,",EPPING NSW 2121,2 Beds,1 Bath,− Parking,85m²,151.0824613,-33.7739864
Coralie Macdonald,Elevate Property Partners,"Offers Over $749,000","39 Mckinnon Road,",BLACK RIVER QLD 4818,3 Beds,1 Bath,3 Parking,"64,700m²",146.6099743,-19.2336074
Michelle Percival,Percival Property,Expression of Interest,"16A Hibiscus Crescent,",PORT MACQUARIE NSW 2444,5 Beds,3 Baths,2 Parking,524m²,152.9222797,-31.465118
Michael Ke Ma,Belle Property Strathfield,Forthcoming Auction,"36 Glenarvon Street,",STRATHFIELD NSW 2135,5 Beds,2 Baths,2 Parking,"1,132m²",151.0783662,-33.8844573
Tian Hong,Ray White Epping SYD,Auction 2nd Oct 6:30 PM Epping Club,"160 Carlingford Road,",EPPING NSW 2121,3 Beds,2 Baths,1 Parking,695m²,151.0623259,-33.7749429
Toula Haddad,Raine & Horne Green Square,"For Sale Guide $850,000","105/2-4 Powell Street,",WATERLOO NSW 2017,1 Bed,1 Bath,1 Parking,92m²,,
Dot Sjoberg,Century 21 SouthCoast / City / NorthEast,"$660,000 - $705,000. Offers by 23/9 @3pm (USP)","25 Whatley Way,",CRAIGMORE SA 5114,4 Beds,2 Baths,2 Parking,578m²,138.7125873,-34.6923309
Will Parry,CobdenHayson Annandale,Contact Agent,"421/1 Missenden Road,",CAMPERDOWN NSW 2050,2 Beds,1 Bath,1 Parking,89m²,151.18189,-33.8889691
Baraka Leporte,Belle Property Killcare,Guide $1.19m - Timed Auction 8th Oct @2pm,"7 Daley Avenue,",DALEYS POINT NSW 2257,4 Beds,2 Baths,3 Parking,852m²,151.3478283,-33.5060829
Jennifer Carr,Louis Carr Real Estate,For Sale,"7a Rockwall Place,",WEST PENNANT HILLS NSW 2125,4 Beds,2 Baths,2 Parking,874m²,151.030415,-33.749389
Lan Snowden,Our City Real Estate,Contact Agent,"129 Warrendine Street,",ORANGE NSW 2800,4 Beds,2 Baths,1 Parking,507m²,149.09639192948487,-33.29323505
Peter Vassilis,Hudson McHugh,Auction,"68 Smith Street,",SUMMER HILL NSW 2130,3 Beds,1 Bath,1 Parking,196m²,151.14026296708977,-33.89263115
Nick Townsend,Belle Property Hunter Region,Expressions of Interest | Closing 12th Oct 5pm,"11 Payten Street,",ERARING NSW 2264,3 Beds,2 Baths,4 Parking,"6,280m²",151.5365659,-33.0762306
Nick Bond,Harcourts Huon Valley,"Best Offer Over $775,000","5063 Huon Highway,",GEEVESTON TAS 7116,4 Beds,1 Bath,10 Parking,"65,500m²",146.9239762,-43.1720216
Jacob Evans,Peter Fisher Real Estate,"$670,000","16 Prunus Avenue,",ORANGE NSW 2800,3 Beds,1 Bath,2 Parking,670m²,149.09005258302136,-33.29442025
Dib Chidiac,DibChidiac®,"Buyers guide $2,800,000","3 Alfred Street,",CROYDON NSW 2132,5 Beds,3 Baths,2 Parking,398m²,151.1177931,-33.8708801
Dib Chidiac,DibChidiac®,"Buyers guide $3,600,000","55 Henley Marine Drive,",RODD POINT NSW 2046,6 Beds,4 Baths,2 Parking,366m²,151.1468564,-33.8663641
Tim Cordwell,PRD Hobart,"Offers Over $950,000","18 Gale Street,",GLENORCHY TAS 7010,4 Beds,2 Baths,4 Parking,564m²,147.2774123,-42.840454
Michelle Cheney,Michael Robinson & Co Real Estate,"$385,000","10 Little Queen Street,",FORBES NSW 2871,3 Beds,1 Bath,3 Parking,846m²,148.0048495,-33.3800519
Will Miller,Sale Street Real Estate,Contact Agent,"5/160A Sale Street,",ORANGE NSW 2800,3 Beds,2 Baths,1 Parking,329m²,,
Ally Smith,Carter and Co Agents,"$1,250,000 - $1,350,000","8 McCusker Drive,",BUNGENDORE NSW 2621,5 Beds,2 Baths,6 Parking,"1,507m²",149.4491141,-35.250212
Sami Yildiz,Ray White Pyrmont,"Buyers guide $595,000 - $645,000","4/1-3 Hornsey Road,",HOMEBUSH WEST NSW 2140,2 Beds,2 Baths,1 Parking,138m²,151.067757,-33.8665582
Emma Symonds,Real Estate Services by Mirvac,"Buyers Guide $950,000","806/178 Livingstone Road,",MARRICKVILLE NSW 2204,1 Bed,1 Bath,1 Parking,59m²,,
James Drake,Ray White Sovereign Islands,Contact Agent,"22 Knightsbridge Parade West,",SOVEREIGN ISLANDS QLD 4216,5 Beds,6 Baths,8 Parking,708m²,,
Brenden Blewitt,Blewitt Properties,"$1,800,000 - $1,850,000","7 Dodsworth Street,",GREENLEIGH NSW 2620,4 Beds,2 Baths,3 Parking,"2,099m²",,
Tony Andreacchio,Raine & Horne Ashfield,AUCTION 5 OCT 2024,"30 Smith Street,",TEMPE NSW 2044,2 Beds,1 Bath,− Parking,284m²,151.1624329,-33.9235219
Kelsey Tracey,Luton Properties Tuggeranong,"$790,000 - $830,000","72 Oxalis Crescent,",TRALEE NSW 2620,3 Beds,3 Baths,2 Parking,303m²,,
Brad Renshaw,Renshaw Real Estate,NEW TO MARKET,"2/27 Kurnell Close,",COORANBONG NSW 2265,4 Beds,2 Baths,2 Parking,623m²,151.4428041,-33.080264
Danil Saveliev,Adrian William Real Estate,"Guide $750,000","708/6 Waterways Street,",WENTWORTH POINT NSW 2127,2 Beds,2 Baths,1 Parking,109m²,151.0783691,-33.8244748
Abi Freeman,Elders Real Estate Hobart,"Offers over $2,350,000","2 Lansdowne Crescent,",WEST HOBART TAS 7000,5 Beds,5 Baths,4 Parking,"1,133m²",147.3108888,-42.883578
Lucy MacGregor,Ian McNamee & Partners,"$989,000 - $1,049,000","28 Parkview Crescent,",JERRABOMBERRA NSW 2619,4 Beds,2 Baths,2 Parking,928m²,149.2064018,-35.3886537
Jess Grashorn,Ray White Goulburn,"$479,000","6/23 Newton Street,",GOULBURN NSW 2580,3 Beds,2 Baths,1 Parking,180m²,149.7131202,-34.7426017
Ash Bock,Our City Real Estate,Contact Agent,"44 Hoynes Circuit,",BLAYNEY NSW 2799,4 Beds,2 Baths,2 Parking,453m²,,
Ellie Merriman,Ray White Real Estate Bungendore,"EOI Close 14th October, 3:00pm","58 Bingley Way,",WAMBOIN NSW 2620,4 Beds,3 Baths,6 Parking,"80,000m²",,
Luke French,Harrison Agents Launceston,Expressions of Interest,"18 Acropolis Drive,",LEGANA TAS 7277,3 Beds,2 Baths,4 Parking,1.66ha,147.0561808,-41.3763797
Joseph Babana,Strathfield Partners,Contact Agent,"23 Jensen Street,",FAIRFIELD WEST NSW 2165,4 Beds,2 Baths,2 Parking,560m²,150.915146,-33.8656059
Fleur Hagen,Harcourts Newcastle,"$2,100,000 - $2,300,000","1026 Freemans Drive,",COORANBONG NSW 2265,3 Beds,2 Baths,8 Parking,10.12ha,151.4686495,-33.0658407
Denver Shoemark,Shoemark Real Estate Braidwood,"$989,000 - $1,050,000.00","5929 Main Rd Araluen,",BRAIDWOOD NSW 2622,3 Beds,2 Baths,− Parking,"8,000m²",,
Brad Gillespie,The Agency Eastern Suburbs,"Auction Guide - $1,050,000","115/5 Hadfields Street,",ERSKINEVILLE NSW 2043,2 Beds,2 Baths,1 Parking,111m²,151.1872944,-33.9050863
Jennifer Carr,Louis Carr Real Estate,For Sale,"6 Gottwald Place,",WEST PENNANT HILLS NSW 2125,5 Beds,3 Baths,2 Parking,900m²,151.044175,-33.750507
Jennifer Carr,Louis Carr Real Estate,For Sale,"26 Southwood Place,",WEST PENNANT HILLS NSW 2125,6 Beds,4 Baths,2 Parking,"1,737m²",151.014827,-33.751264
Jacob Evans,Peter Fisher Real Estate,"$640,000-$680,000","37 Prince Street,",ORANGE NSW 2800,3 Beds,1 Bath,− Parking,474m²,149.0925083,-33.2761321
Jay King,Harris Tripp,Auction,"74 Abergeldie Street,",DULWICH HILL NSW 2203,4 Beds,4 Baths,3 Parking,404m²,151.1348504,-33.9014391
Elie Semrani,Strathfield Partners,Just Listed,"304/114 Northcote Road,",GREENACRE NSW 2190,2 Beds,2 Baths,2 Parking,120m²,,
Paul Woolford,Louis Carr Castle Hill,Contact Agent,"27 Gooraway Drive,",CASTLE HILL NSW 2154,4 Beds,2 Baths,2 Parking,760m²,150.9955597,-33.7170232
Jay King,Harris Tripp,Auction,"39 Prospect Road,",SUMMER HILL NSW 2130,4 Beds,1 Bath,− Parking,373m²,151.13207180689616,-33.89299825
Jim Nikolopoulos,CobdenHayson Earlwood,Contact Agent,"193 Lilyfield Road,",LILYFIELD NSW 2040,2 Beds,1 Bath,2 Parking,202m²,151.1514151,-33.8724265
Robby Christanto,eresidential,New to Market,"16 Wantana Crescent,",EDENS LANDING QLD 4207,4 Beds,1 Bath,2 Parking,715m²,153.1644616,-27.7016251
Alexandra Rogers,Ray White Canberra,"Offers: $880,000+","19 Colbeck Street,",MAWSON ACT 2607,3 Beds,2 Baths,2 Parking,476m²,149.1009306,-35.3565857
Nicholas Lynch,Lynch+Lynch - Mornington Peninsula,$4 - $4.4 million,"68 Dominion Road,",MOUNT MARTHA VIC 3934,5 Beds,4 Baths,3 Parking,"1,509m²",145.0247629,-38.2713903
Tony O'Doherty,Belle Property Bulimba,Auction,"20 Dover Street,",HAWTHORNE QLD 4171,4 Beds,3 Baths,2 Parking,607m²,153.0617359,-27.4704466
Josh Smith,All Properties Group,"$699,000 + Offers","186 Herses Road,",EAGLEBY QLD 4207,3 Beds,2 Baths,5 Parking,616m²,153.2135449,-27.6950683
Scott Jenkins,Jenkins Real Estate,"Offers Over $899,000","58 Columbine Crescent,",CABOOLTURE QLD 4510,5 Beds,3 Baths,3 Parking,643m²,152.9236652,-27.062631
Heston Marino,McGrath Toowoomba,Offers to Purchase,"25 Campbell Street,",EAST TOOWOOMBA QLD 4350,3 Beds,1 Bath,4 Parking,782m²,151.9591917,-27.5561484
Ella Brown,ATLAS BY LJ HOOKER BRISBANE,BEST OFFERS BY 27th SEPT,"39 Coventina Crescent,",SPRINGFIELD LAKES QLD 4300,4 Beds,2 Baths,2 Parking,392m²,152.9287025,-27.6717946
Daniel Stock,South Coast Realty - RLA 241454,"$595,000","27 Rymill Avenue,",ENCOUNTER BAY SA 5211,3 Beds,2 Baths,2 Parking,450m²,138.5951245,-35.5588395
Ben Ramsey,Ray White Ipswich,"Offers Over $819,000","79 Burns Street,",FERNVALE QLD 4306,4 Beds,2 Baths,2 Parking,"3,518m²",152.6586785,-27.4569694
James Cravana,Sails Real Estate Merimbula,"$1,050,000 - $1,100,000","38 Bournda Circuit,",TURA BEACH NSW 2548,4 Beds,3 Baths,3 Parking,599m²,149.9332098,-36.8500753
Brendan Shipp,McGrath Estate Agents Ulladulla,"$950,000 - $1,000,000","22 Combe Drive,",MOLLYMOOK BEACH NSW 2539,4 Beds,2 Baths,2 Parking,652m²,150.458905,-35.3334092
Matt Kenny,Ray White Mount Barker,Auction On-Site | Sun 29 Sept @ 10:30 am (USP),"45 Paech Road,",WISTOW SA 5251,4 Beds,2 Baths,3 Parking,"1,960m²",138.8849837,-35.0976597
Joshua Kersten,DiJones - Illawarra,"$925,000 - $975,000","128 Bellevue Road,",FIGTREE NSW 2525,4 Beds,1 Bath,2 Parking,556m²,150.8606651,-34.4337816
Sharon Parsons,Harcourts Adelaide Hills Mt Barker,Contact Agent,"209 Turner Road,",MOUNT TORRENS SA 5244,4 Beds,2 Baths,5 Parking,"107,000m²",138.9346246,-34.8648868
Alec McEwan,McGrath Estate Agents Wynnum/Manly,"Over $1,990,000 Considered","37 Oceana Terrace,",MANLY QLD 4179,6 Beds,2 Baths,2 Parking,771m²,153.1851811,-27.4583611
Heston Marino,McGrath Toowoomba,Offers to Purchase,"5 Stirling Street,",EAST TOOWOOMBA QLD 4350,4 Beds,2 Baths,1 Parking,727m²,151.9608478,-27.5631241
Eliza Schultz,Place Estate Agents - Bulimba,Auction,"94 Peach Street,",GREENSLOPES QLD 4120,4 Beds,2 Baths,4 Parking,784m²,153.0448366,-27.5105054
Meaghan Bakker,Ray White New Farm,Auction,"31/48 Chermside Street,",TENERIFFE QLD 4005,1 Bed,1 Bath,1 Parking,79m²,153.0484903,-27.4558733
Emma Miller,Place Estate Agents Cleveland,For Sale,"103 Channel Street South,",CLEVELAND QLD 4163,5 Beds,2 Baths,2 Parking,"1,611m²",,
Christopher Guest,Ray White Burleigh Group South,Auction,"17 Daybreak Boulevard,",CASUARINA NSW 2487,4 Beds,3 Baths,2 Parking,715m²,153.5712031,-28.3087496
John Ward,Stone Real Estate Warner,"Offers Over $1,400,000","21 Ironbark Lane,",CASHMERE QLD 4500,4 Beds,3 Baths,3 Parking,"3,002m²",152.9349637,-27.301465
Melissa Brown,REMAX Results,For Sale,"102/391 Belmont Road,",BELMONT QLD 4153,3 Beds,2 Baths,1 Parking,261m²,153.12659040333608,-27.4937985
Mick Musk,Realway Property Consultants IPSWICH,"Offers Over $685,000","97 Newman Street,",GAILES QLD 4300,3 Beds,1 Bath,2 Parking,607m²,152.9128223,-27.6081625
Daniel Exposito,Century 21 South Eastern,"$695,000-$745,000","6 Westwood Grove,",PAKENHAM VIC 3810,3 Beds,2 Baths,2 Parking,400m²,145.4404503,-38.0654468
Will  Crowder,Buxton Mornington Peninsula - Mount Eliza,"Private Sale | $1,400,000 - $1,500,000","140 Wimbledon Avenue,",MOUNT ELIZA VIC 3930,4 Beds,2 Baths,2 Parking,815m²,145.0867878,-38.1854335
Steve Haslam,Sails Real Estate Merimbula,"$699,000","16 King Street,",SOUTH PAMBULA NSW 2549,3 Beds,1 Bath,− Parking,840m²,149.858586,-36.9453608
Adam Charlton,Movement Realty,New Listing! - Expression Of Interest,"41 Perima Road,",ELIMBAH QLD 4516,4 Beds,2 Baths,2 Parking,"3,000m²",152.9672376,-27.037218
Corinne Sukroo,Bell Real Estate Olinda,"$1,090,000 - $1,199,000","171 Ridge Road,",MOUNT DANDENONG VIC 3767,3 Beds,2 Baths,2 Parking,"2,097m²",145.3552241,-37.8445793
James Cravana,Sails Real Estate Merimbula,"$1,245,000 - $1,295,000","7A Nichole Court,",TURA BEACH NSW 2548,3 Beds,2 Baths,1 Parking,354m²,149.9315263,-36.8450483
Joe Da Mata,Xceed Real Estate - Sales,"From $1,079,000","16 Wilkie Street,",SOUTH GUILDFORD WA 6055,5 Beds,2 Baths,2 Parking,911m²,115.9659993,-31.9074452
Paul Macefield,Henderfield Southern Highlands,"Price Guide $1,150,000","40 Birriga Avenue,",BUNDANOON NSW 2578,4 Beds,2 Baths,3 Parking,"2,221m²",150.2966396,-34.6494153
Valerie Fall,Realway Property Consultants IPSWICH,"Offers Over $740,000","70 Sarah Drive,",YAMANTO QLD 4305,4 Beds,2 Baths,2 Parking,670m²,152.7360564,-27.6517849
Kristie Sulcs,Boettchers Estate Agents,All offers Submitted,"9 Ada Street,",AUGUSTINE HEIGHTS QLD 4300,4 Beds,2 Baths,2 Parking,388m²,152.8880223,-27.6542109
Tobias Norris,Boettchers Estate Agents,All Offers Considered,"14 Maximillian Crescent,",DEEBING HEIGHTS QLD 4306,4 Beds,4 Baths,2 Parking,400m²,,
Paul Evensen,Realmark Urban,SET DATE SALE - All Offers by 7pm Wed 25 Sept,"39B Queens Road,",ARDROSS WA 6153,3 Beds,2 Baths,1 Parking,457m²,115.8453058,-32.0293071
Scott Jenkins,Jenkins Real Estate,"Offers Over $649,000.00","83 Luck Street,",DRAYTON QLD 4350,3 Beds,1 Bath,2 Parking,"1,023m²",151.9272801,-27.5907185
